Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,SalesPerQuantity,SalesAfterDiscount
2016-11-26,11/29/2016,First Class,Corporate,United States,Mobile,Alabama,South,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,91.68,3.0,0.0,45.84,30.560000000000002,0.0
2016-11-26,11/29/2016,First Class,Corporate,United States,Mobile,Alabama,South,OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,33.75,5.0,0.0,16.875,6.75,0.0
2016-11-26,11/29/2016,First Class,Corporate,United States,Mobile,Alabama,South,TEC-MA-10000010,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,8.0,0.0,1459.2,380.0,0.0
2017-06-12,6/19/2017,Standard Class,Home Office,United States,Columbus,Georgia,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,91.2,3.0,0.0,41.952,30.400000000000002,0.0
2017-06-12,6/19/2017,Standard Class,Home Office,United States,Columbus,Georgia,South,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",452.94,3.0,0.0,67.941,150.98,0.0
2015-08-17,8/21/2015,Standard Class,Corporate,United States,New Bedford,Massachusetts,East,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones �Snap� Scratch Pad Binder Tool for Ring Binders,52.2,9.0,0.0,23.49,5.800000000000001,0.0
2016-09-25,10/1/2016,Standard Class,Corporate,United States,Irving,Texas,Central,OFF-LA-10001569,Office Supplies,Labels,Avery 499,15.936,4.0,0.2,5.1792,3.984,3.1872000000000003
2014-05-04,5/4/2014,Same Day,Consumer,United States,Middletown,Connecticut,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46,2.0,0.0,9.8856,13.73,0.0
2015-12-01,12/8/2015,Standard Class,Consumer,United States,Seattle,Washington,West,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,55.424,2.0,0.2,19.3984,27.712,11.084800000000001
2016-03-11,3/15/2016,Standard Class,Consumer,United States,Vineland,New Jersey,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,244.006,2.0,0.3,-31.3722,122.003,73.20179999999999
2016-08-26,8/28/2016,First Class,Corporate,United States,Pasadena,Texas,Central,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,159.984,2.0,0.2,43.9956,79.992,31.996800000000004
2016-08-26,8/28/2016,First Class,Corporate,United States,Pasadena,Texas,Central,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1024.716,6.0,0.3,-29.2776,170.78599999999997,307.41479999999996
2016-12-16,12/19/2016,First Class,Corporate,United States,New York City,New York,East,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,3.68,2.0,0.0,1.8032,1.84,0.0
2014-08-08,8/14/2014,Standard Class,Consumer,United States,Glendale,Arizona,West,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",121.376,4.0,0.2,-3.0344,30.344,24.2752
2014-08-08,8/14/2014,Standard Class,Consumer,United States,Glendale,Arizona,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3.0,0.2,-10.7973,31.992,19.1952
2015-05-16,5/16/2015,Same Day,Home Office,United States,Jacksonville,Florida,South,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,255.968,4.0,0.2,31.996,63.992,51.1936
2017-12-09,12/13/2017,Standard Class,Corporate,United States,Detroit,Michigan,Central,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,872.94,3.0,0.0,226.9644,290.98,0.0
2017-12-09,12/13/2017,Standard Class,Corporate,United States,Detroit,Michigan,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,41.54,2.0,0.0,19.5238,20.77,0.0
2017-12-09,12/13/2017,Standard Class,Corporate,United States,Detroit,Michigan,Central,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,12.96,2.0,0.0,6.2208,6.48,0.0
2015-09-24,9/27/2015,Second Class,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10000634,Office Supplies,Art,Newell 320,6.848,2.0,0.2,0.5992,3.424,1.3696000000000002
2017-07-11,7/15/2017,Standard Class,Corporate,United States,Los Angeles,California,West,OFF-LA-10004272,Office Supplies,Labels,Avery 482,8.67,3.0,0.0,4.0749,2.89,0.0
2015-12-01,12/2/2015,Same Day,Consumer,United States,Houston,Texas,Central,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",6.688,4.0,0.6,-4.0128,1.672,4.0127999999999995
2016-11-19,11/25/2016,Standard Class,Home Office,United States,Niagara Falls,New York,East,OFF-AR-10003770,Office Supplies,Art,Newell 340,17.28,6.0,0.0,5.0112,2.8800000000000003,0.0
2016-11-19,11/25/2016,Standard Class,Home Office,United States,Niagara Falls,New York,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,17.712,3.0,0.2,6.4206,5.904,3.5424
2017-03-19,3/24/2017,Standard Class,Home Office,United States,New York City,New York,East,OFF-LA-10003121,Office Supplies,Labels,Avery 506,28.91,7.0,0.0,13.2986,4.13,0.0
2016-11-13,11/17/2016,Standard Class,Consumer,United States,Thomasville,North Carolina,South,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,52.136,7.0,0.2,5.8653,7.448,10.427200000000001
2017-11-19,11/20/2017,First Class,Consumer,United States,Westminster,California,West,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,31.968,4.0,0.2,2.3976,7.992,6.3936
2016-12-02,12/8/2016,Standard Class,Consumer,United States,San Francisco,California,West,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,25.92,4.0,0.0,12.4416,6.48,0.0
2016-12-02,12/8/2016,Standard Class,Consumer,United States,San Francisco,California,West,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),40.46,7.0,0.0,19.8254,5.78,0.0
2016-12-02,12/8/2016,Standard Class,Consumer,United States,San Francisco,California,West,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,33.87,3.0,0.0,8.8062,11.29,0.0
2017-08-25,8/28/2017,Second Class,Consumer,United States,Jackson,Tennessee,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,9.728,2.0,0.2,1.7024,4.864,1.9456
2017-08-25,8/28/2017,Second Class,Consumer,United States,Jackson,Tennessee,South,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,3.424,1.0,0.2,1.07,3.424,0.6848000000000001
2016-10-14,10/18/2016,Standard Class,Corporate,United States,Seattle,Washington,West,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177.0,3.0,0.0,30.09,59.0,0.0
2014-11-27,12/3/2014,Standard Class,Consumer,United States,New York City,New York,East,OFF-FA-10003021,Office Supplies,Fasteners,Staples,3.76,2.0,0.0,1.316,1.88,0.0
2015-11-03,11/7/2015,Standard Class,Home Office,United States,Los Angeles,California,West,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,1212.848,7.0,0.2,106.1242,173.26399999999998,242.5696
2015-11-03,11/7/2015,Standard Class,Home Office,United States,Los Angeles,California,West,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,89.97,3.0,0.0,37.7874,29.99,0.0
2015-11-03,11/7/2015,Standard Class,Home Office,United States,Los Angeles,California,West,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3.0,0.0,16.614,14.200000000000001,0.0
2014-11-29,12/6/2014,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-LA-10000452,Office Supplies,Labels,Avery 488,5.04,2.0,0.2,1.764,2.52,1.008
2017-04-30,5/5/2017,Second Class,Corporate,United States,New York City,New York,East,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",62.96,4.0,0.0,28.332,15.74,0.0
2017-11-24,11/28/2017,Standard Class,Corporate,United States,New York City,New York,East,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.88,1.0,0.0,2.8812,5.88,0.0
2017-11-24,11/28/2017,Standard Class,Corporate,United States,New York City,New York,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,977.292,6.0,0.1,173.7408,162.882,97.7292
2017-10-30,11/3/2017,Standard Class,Corporate,United States,Vancouver,Washington,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,9.64,2.0,0.0,3.6632,4.82,0.0
2014-12-17,12/19/2014,Second Class,Consumer,United States,Columbus,Georgia,South,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,40.05,3.0,0.0,11.214,13.35,0.0
2017-09-04,9/8/2017,Standard Class,Consumer,United States,Coppell,Texas,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",10.192,7.0,0.2,3.185,1.456,2.0384
2017-09-04,9/8/2017,Standard Class,Consumer,United States,Coppell,Texas,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,16.784,1.0,0.2,-0.2098,16.784,3.3568
2017-09-04,9/8/2017,Standard Class,Consumer,United States,Coppell,Texas,Central,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",13.12,5.0,0.2,3.772,2.6239999999999997,2.624
2016-10-17,10/20/2016,First Class,Home Office,United States,San Francisco,California,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",18.16,5.0,0.2,6.583,3.632,3.632
2017-11-12,11/18/2017,Standard Class,Consumer,United States,Austin,Texas,Central,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,3.0,0.2,5.8203,5.352,3.2112000000000003
2017-11-12,11/18/2017,Standard Class,Consumer,United States,Austin,Texas,Central,OFF-PA-10003823,Office Supplies,Paper,Xerox 197,223.056,9.0,0.2,69.705,24.784000000000002,44.611200000000004
2017-11-12,11/18/2017,Standard Class,Consumer,United States,Austin,Texas,Central,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048,3.0,0.2,-47.2542,180.016,108.0096
2016-11-24,12/1/2016,Standard Class,Home Office,United States,Los Angeles,California,West,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",33.52,2.0,0.2,3.352,16.76,6.704000000000001
2016-11-24,12/1/2016,Standard Class,Home Office,United States,Los Angeles,California,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2.0,0.0,3.0814,4.97,0.0
2015-08-01,8/7/2015,Standard Class,Home Office,United States,Los Angeles,California,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,6.72,4.0,0.0,3.36,1.68,0.0
2015-08-01,8/7/2015,Standard Class,Home Office,United States,Los Angeles,California,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1004.976,6.0,0.2,-175.8708,167.496,200.9952
2017-12-24,12/29/2017,Standard Class,Consumer,United States,New York City,New York,East,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",17.88,3.0,0.2,5.5875,5.96,3.576
2016-09-17,9/23/2016,Standard Class,Consumer,United States,Columbus,Georgia,South,TEC-MA-10004458,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,396.0,4.0,0.0,190.08,99.0,0.0
2017-12-10,12/10/2017,Same Day,Home Office,United States,Omaha,Nebraska,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3.0,0.0,15.525,11.5,0.0
2017-09-12,9/15/2017,First Class,Consumer,United States,Los Angeles,California,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",8.36,2.0,0.0,3.0096,4.18,0.0
2017-06-24,7/1/2017,Standard Class,Corporate,United States,Pomona,California,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,385.6,8.0,0.0,111.824,48.2,0.0
2017-06-24,7/1/2017,Standard Class,Corporate,United States,Pomona,California,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,35.82,9.0,0.0,11.8206,3.98,0.0
2017-08-18,8/22/2017,Standard Class,Consumer,United States,Dallas,Texas,Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,200.064,3.0,0.2,12.504,66.688,40.0128
2017-08-18,8/22/2017,Standard Class,Consumer,United States,Dallas,Texas,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,21.38,5.0,0.8,-33.139,4.276,17.104
2017-08-18,8/22/2017,Standard Class,Consumer,United States,Dallas,Texas,Central,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,6.744,4.0,0.8,-11.4648,1.686,5.3952
2017-12-11,12/17/2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",63.686,1.0,0.3,-9.098,63.686,19.1058
2017-12-10,12/14/2017,Second Class,Consumer,United States,North Las Vegas,Nevada,West,FUR-TA-10004256,Furniture,Tables,Bretford �Just In Time� Height-Adjustable Multi-Task Work Tables,1669.6,4.0,0.0,116.872,417.4,0.0
2014-02-03,2/6/2014,Second Class,Consumer,United States,Seattle,Washington,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,2.0,0.2,27.248,41.92,16.768
2014-02-03,2/6/2014,Second Class,Consumer,United States,Seattle,Washington,West,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13.272,3.0,0.2,4.3134,4.424,2.6544000000000003
2017-02-11,2/14/2017,Second Class,Corporate,United States,San Francisco,California,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",21.336,7.0,0.2,7.7343,3.0479999999999996,4.2672
2017-04-16,4/21/2017,Standard Class,Home Office,United States,Chicago,Illinois,Central,OFF-AR-10001419,Office Supplies,Art,Newell 325,16.52,5.0,0.2,2.065,3.304,3.3040000000000003
2015-12-06,12/11/2015,Standard Class,Consumer,United States,Tucson,Arizona,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",206.112,6.0,0.2,48.9516,34.352,41.2224
2015-12-06,12/11/2015,Standard Class,Consumer,United States,Tucson,Arizona,West,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,19.92,5.0,0.2,6.723,3.9840000000000004,3.9840000000000004
2015-12-06,12/11/2015,Standard Class,Consumer,United States,Tucson,Arizona,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,198.272,8.0,0.2,61.96,24.784,39.6544
2015-12-06,12/11/2015,Standard Class,Consumer,United States,Tucson,Arizona,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",247.104,6.0,0.2,-58.6872,41.184000000000005,49.42080000000001
2015-12-06,12/11/2015,Standard Class,Consumer,United States,Tucson,Arizona,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6.0,0.2,9.7092,14.384,17.2608
2016-07-22,7/27/2016,Standard Class,Consumer,United States,Allentown,Pennsylvania,East,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,4.16,2.0,0.2,0.364,2.08,0.8320000000000001
2016-07-22,7/27/2016,Standard Class,Consumer,United States,Allentown,Pennsylvania,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",11.648,2.0,0.2,3.3488,5.824,2.3296
2015-11-07,11/10/2015,Second Class,Corporate,United States,Newark,Delaware,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,26.18,7.0,0.0,0.5236,3.7399999999999998,0.0
2015-11-07,11/10/2015,Second Class,Corporate,United States,Newark,Delaware,East,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,7.3,2.0,0.0,3.431,3.65,0.0
2015-03-26,3/31/2015,Standard Class,Corporate,United States,Miami,Florida,South,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,74.352,3.0,0.2,23.235,24.784000000000002,14.870400000000002
2017-08-31,9/5/2017,Standard Class,Consumer,United States,Tempe,Arizona,West,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.744,1.0,0.2,0.8058,10.744,2.1488
2017-08-31,9/5/2017,Standard Class,Consumer,United States,Tempe,Arizona,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,3.0,0.2,2.7222,2.792,1.6752
2016-12-04,12/8/2016,Standard Class,Corporate,United States,New York City,New York,East,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,212.88,6.0,0.0,0.0,35.48,0.0
2017-02-10,2/14/2017,Standard Class,Home Office,United States,Laguna Niguel,California,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.983,2.0,0.15,16.7986,101.9915,30.59745
2016-10-29,11/2/2016,Standard Class,Corporate,United States,Bridgeton,New Jersey,East,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",40.74,3.0,0.0,0.4074,13.58,0.0
2016-10-29,11/2/2016,Standard Class,Corporate,United States,Bridgeton,New Jersey,East,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",11.67,3.0,0.0,3.0342,3.89,0.0
2017-09-15,9/17/2017,Second Class,Consumer,United States,Everett,Massachusetts,East,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99,1.0,0.0,11.5971,39.99,0.0
2017-09-15,9/17/2017,Second Class,Consumer,United States,Everett,Massachusetts,East,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,2.0,0.0,6.512,8.14,0.0
2017-09-15,9/17/2017,Second Class,Consumer,United States,Everett,Massachusetts,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94,3.0,0.0,203.5644,260.98,0.0
2017-09-15,9/17/2017,Second Class,Consumer,United States,Everett,Massachusetts,East,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,242.48,7.0,0.0,116.3904,34.64,0.0
2014-03-11,3/16/2014,Second Class,Consumer,United States,Columbus,Ohio,East,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,8.32,5.0,0.2,2.288,1.6640000000000001,1.6640000000000001
2014-03-11,3/16/2014,Second Class,Consumer,United States,Columbus,Ohio,East,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.464,6.0,0.2,1.7004,1.744,2.0928
2014-02-04,2/8/2014,Standard Class,Home Office,United States,San Diego,California,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.896,3.0,0.2,29.0136,27.632,16.5792
2014-02-04,2/8/2014,Standard Class,Home Office,United States,San Diego,California,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4.0,0.0,16.0928,8.56,0.0
2014-12-31,1/4/2015,Second Class,Corporate,United States,Watertown,New York,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1573.488,7.0,0.2,196.686,224.78400000000002,314.6976
2015-11-23,11/27/2015,Standard Class,Corporate,United States,San Antonio,Texas,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,335.52,4.0,0.2,117.432,83.88,67.104
2015-11-23,11/27/2015,Standard Class,Corporate,United States,San Antonio,Texas,Central,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,23.912,2.0,0.8,-40.6504,11.956,19.1296
2015-11-23,11/27/2015,Standard Class,Corporate,United States,San Antonio,Texas,Central,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",27.056,2.0,0.2,2.3674,13.528,5.411200000000001
2014-07-06,7/8/2014,First Class,Consumer,United States,New York City,New York,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,559.992,1.0,0.2,174.9975,559.992,111.9984
2017-11-13,11/18/2017,Second Class,Home Office,United States,Houston,Texas,Central,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.324,6.0,0.8,-24.7086,1.554,7.4592
2016-06-17,6/22/2016,Standard Class,Consumer,United States,San Diego,California,West,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,111.96,2.0,0.0,54.8604,55.98,0.0
2014-05-03,5/5/2014,First Class,Home Office,United States,Appleton,Wisconsin,Central,OFF-LA-10002195,Office Supplies,Labels,Avery 481,21.56,7.0,0.0,10.3488,3.0799999999999996,0.0
2017-10-16,10/21/2017,Standard Class,Consumer,United States,Richmond,Kentucky,South,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,124.75,5.0,0.0,57.385,24.95,0.0
2015-02-06,2/13/2015,Standard Class,Corporate,United States,Bellevue,Washington,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,5.28,3.0,0.0,1.5312,1.76,0.0
2017-09-04,9/8/2017,Standard Class,Consumer,United States,Long Beach,New York,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96,4.0,0.0,39.5428,22.99,0.0
2016-05-09,5/15/2016,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,9.344,1.0,0.2,3.504,9.344,1.8688
2016-05-09,5/15/2016,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36,5.0,0.2,9.92,15.872,15.872
2015-03-16,3/18/2015,Second Class,Consumer,United States,Seattle,Washington,West,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,171.96,2.0,0.0,44.7096,85.98,0.0
2016-04-09,4/13/2016,Standard Class,Corporate,United States,Seattle,Washington,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.352,9.0,0.2,12.8151,3.9279999999999995,7.070399999999999
2014-04-04,4/9/2014,Standard Class,Home Office,United States,San Francisco,California,West,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6.0,0.0,9.072,3.15,0.0
2017-09-05,9/6/2017,First Class,Home Office,United States,Seattle,Washington,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,2.78,1.0,0.0,0.7228,2.78,0.0
2017-06-30,6/30/2017,Same Day,Consumer,United States,New York City,New York,East,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,5.0,0.4,-295.9785,208.92600000000002,417.8520000000001
2015-11-09,11/9/2015,Same Day,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352,3.0,0.2,4.1151,3.7840000000000003,2.2704
2014-03-04,3/4/2014,Same Day,Consumer,United States,Columbia,South Carolina,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5.0,0.0,17.745,70.97999999999999,0.0
2015-03-19,3/25/2015,Standard Class,Home Office,United States,Seattle,Washington,West,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576,3.0,0.2,39.6879,151.192,90.71520000000001
2015-11-29,11/30/2015,First Class,Consumer,United States,Allen,Texas,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,21.48,3.0,0.2,-0.2685,7.16,4.296
2015-11-29,11/30/2015,First Class,Consumer,United States,Allen,Texas,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,8.784,4.0,0.8,-13.6152,2.196,7.027200000000001
2017-06-11,6/11/2017,Same Day,Consumer,United States,Los Angeles,California,West,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3.0,0.0,60.2553,40.99,0.0
2017-11-26,11/30/2017,Standard Class,Corporate,United States,Atlanta,Georgia,South,OFF-AR-10003504,Office Supplies,Art,Newell 347,12.84,3.0,0.0,3.7236,4.28,0.0
2014-11-23,11/25/2014,First Class,Consumer,United States,Los Angeles,California,West,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,603.92,5.0,0.2,-67.941,120.78399999999999,120.78399999999999
2014-11-23,11/25/2014,First Class,Consumer,United States,Los Angeles,California,West,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,21.84,3.0,0.0,10.4832,7.28,0.0
2014-11-23,11/25/2014,First Class,Consumer,United States,Los Angeles,California,West,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,29.99,1.0,0.0,6.2979,29.99,0.0
2014-11-23,11/25/2014,First Class,Consumer,United States,Los Angeles,California,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,381.44,2.0,0.2,23.84,190.72,76.288
2014-12-15,12/18/2014,First Class,Consumer,United States,El Paso,Texas,Central,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,3.0,0.2,-9.153,13.56,8.136000000000001
2014-12-15,12/18/2014,First Class,Consumer,United States,El Paso,Texas,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763.28,5.0,0.3,-21.808,152.656,228.98399999999998
2016-04-22,4/27/2016,Standard Class,Home Office,United States,Aurora,Illinois,Central,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,23.952,2.0,0.2,2.3952,11.976,4.790400000000001
2016-05-23,5/27/2016,Standard Class,Home Office,United States,Florence,Alabama,South,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,4.98,1.0,0.0,2.4402,4.98,0.0
2016-02-27,3/1/2016,First Class,Consumer,United States,New York City,New York,East,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88,3.0,0.0,49.5552,56.96,0.0
2015-08-09,8/12/2015,First Class,Consumer,United States,New York City,New York,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2.0,0.0,89.3142,153.99,0.0
