,Order Date,Ship Mode,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,SalePerQuant
687,2014-07-05,0,0,215,22,2,1038,1,12,1787,19.44,3.0,0.0,9.3312,6.48
688,2017-12-25,3,0,329,30,1,39,0,4,378,191.984,2.0,0.2,4.7996,95.992
689,2014-06-21,2,0,511,44,2,288,0,9,1037,104.01,1.0,0.0,14.5614,104.01
690,2014-06-21,2,0,511,44,2,1750,2,13,965,284.82,1.0,0.0,74.0532,284.82
691,2014-06-21,2,0,511,44,2,1370,1,14,1333,36.84,3.0,0.0,10.3152,12.280000000000001
692,2015-03-28,3,0,266,3,3,1522,2,0,910,166.24,1.0,0.0,24.936,166.24
693,2015-03-28,3,0,266,3,3,1071,1,12,1767,33.4,5.0,0.0,16.032,6.68
694,2015-05-14,0,2,78,36,1,577,1,2,363,198.272,8.0,0.2,17.3488,24.784
695,2015-05-14,0,2,78,36,1,975,1,10,198,47.36,4.0,0.2,17.76,11.84
696,2015-05-14,0,2,78,36,1,850,1,7,940,200.984,7.0,0.2,62.8075,28.712
697,2015-05-14,0,2,78,36,1,990,1,10,178,97.696,4.0,0.2,31.7512,24.424
698,2015-05-14,0,2,78,36,1,504,1,2,332,2.696,1.0,0.2,0.8088,2.696
699,2015-05-14,0,2,78,36,1,698,1,3,693,18.588,2.0,0.7,-13.6312,9.294
700,2015-05-14,0,2,78,36,1,717,1,3,1627,4.896,3.0,0.7,-3.4272,1.632
701,2017-09-02,3,1,86,33,1,242,0,9,548,15.072,3.0,0.2,4.1448,5.024
702,2016-11-04,2,1,452,45,3,256,0,9,1532,209.88,3.0,0.0,35.6796,69.96
703,2015-04-09,3,0,262,3,3,347,0,16,972,369.912,3.0,0.2,-13.8717,123.30399999999999
704,2014-09-12,3,1,68,31,2,1127,1,12,1817,10.368,2.0,0.2,3.6288,5.184
705,2014-09-12,3,1,68,31,2,407,1,1,629,166.84,5.0,0.2,18.7695,33.368
706,2014-09-12,3,1,68,31,2,1530,2,0,1399,15.216,1.0,0.2,2.2824,15.216
707,2014-12-02,0,0,329,30,1,1566,2,0,993,119.96,4.0,0.0,52.7824,29.99
708,2014-12-02,0,0,329,30,1,28,0,4,1190,883.92,5.0,0.2,-110.49,176.784
709,2014-12-02,0,0,329,30,1,638,1,3,146,46.72,8.0,0.2,15.768,5.84
710,2014-04-05,0,2,329,30,1,1248,1,12,538,55.48,1.0,0.0,26.6304,55.48
711,2017-09-03,3,0,360,8,2,855,1,7,5,24.448,4.0,0.2,8.8624,6.112
712,2017-05-19,3,1,316,30,1,398,1,1,337,281.34,6.0,0.0,109.7226,46.88999999999999
713,2017-05-19,3,1,316,30,1,1796,2,13,1168,307.98,2.0,0.0,89.3142,153.99
714,2017-05-19,3,1,316,30,1,1503,2,0,1018,299.97,3.0,0.0,113.9886,99.99000000000001
715,2014-07-01,2,1,452,45,3,771,1,3,410,19.92,5.0,0.2,6.972,3.9840000000000004
716,2014-01-11,0,0,124,6,1,136,0,9,492,9.94,2.0,0.0,3.0814,4.97
717,2017-09-24,3,0,330,33,1,217,0,9,879,103.056,3.0,0.2,24.4758,34.352
718,2014-06-02,3,2,351,42,3,704,1,3,711,59.808,3.0,0.2,19.4376,19.936
719,2014-06-02,3,2,351,42,3,146,0,9,135,73.32,6.0,0.0,21.996,12.219999999999999
720,2016-02-13,3,2,266,3,3,1250,1,12,1567,146.82,3.0,0.0,73.41,48.94
721,2016-12-15,3,1,123,20,0,318,0,16,425,1652.94,3.0,0.0,231.4116,550.98
722,2016-12-15,3,1,123,20,0,1290,1,14,1330,296.37,3.0,0.0,80.0199,98.79
723,2014-10-07,3,2,374,36,1,145,0,9,1443,129.92,5.0,0.2,21.112,25.983999999999998
724,2016-07-07,3,1,197,8,2,1453,1,15,98,45.584,7.0,0.2,5.1282,6.5120000000000005
725,2017-09-16,3,0,25,41,0,854,1,7,1042,17.568,2.0,0.2,6.3684,8.784
726,2017-09-16,3,0,25,41,0,1757,2,13,451,55.992,1.0,0.2,5.5992,55.992
727,2016-12-03,0,0,343,30,1,1143,1,12,1753,182.72,8.0,0.0,84.0512,22.84
728,2016-12-03,0,0,343,30,1,340,0,16,327,400.032,2.0,0.4,-153.3456,200.016
729,2016-12-03,0,0,343,30,1,1414,1,14,1262,33.63,3.0,0.0,10.089,11.21
730,2016-12-03,0,0,343,30,1,99,0,5,759,542.646,3.0,0.1,102.4998,180.88199999999998
731,2016-12-03,0,0,343,30,1,962,1,10,231,6.3,2.0,0.0,3.024,3.15
732,2017-01-21,3,2,452,45,3,1315,1,14,417,242.94,3.0,0.0,9.7176,80.98
733,2017-01-21,3,2,452,45,3,1564,2,0,1022,179.97,3.0,0.0,86.3856,59.99
734,2017-01-21,3,2,452,45,3,798,1,3,1625,99.696,6.0,0.2,33.6474,16.616
735,2017-01-21,3,2,452,45,3,767,1,3,1637,27.936,4.0,0.2,9.4284,6.984
736,2017-01-21,3,2,452,45,3,11,0,4,1186,84.98,1.0,0.0,18.6956,84.98
737,2017-01-21,3,2,452,45,3,642,1,3,82,18.72,5.0,0.2,6.552,3.7439999999999998
738,2014-09-08,3,0,438,3,3,1494,2,0,1019,49.98,2.0,0.0,8.4966,24.99
739,2014-01-04,3,2,321,11,0,987,1,10,217,11.784,3.0,0.2,4.2717,3.9280000000000004
740,2014-01-04,3,2,321,11,0,1378,1,14,1364,272.736,3.0,0.2,-64.7748,90.91199999999999
741,2014-01-04,3,2,321,11,0,804,1,3,708,3.54,2.0,0.8,-5.487,1.77
742,2016-08-27,3,0,109,41,0,1451,1,15,1044,51.52,5.0,0.2,-10.948,10.304
743,2016-08-27,3,0,109,41,0,1178,1,12,142,3.528,1.0,0.2,1.1466,3.528
744,2016-08-27,3,0,109,41,0,1286,1,12,1749,4.624,1.0,0.2,1.6762,4.624
745,2016-08-27,3,0,109,41,0,1449,1,15,668,55.168,4.0,0.2,6.2064,13.792
746,2014-05-27,1,1,437,3,3,344,0,16,943,567.12,10.0,0.2,-28.356,56.712
747,2014-05-27,1,1,437,3,3,1354,1,14,647,359.32,4.0,0.0,7.1864,89.83
748,2016-03-20,2,0,145,11,0,1678,2,13,314,11.992,1.0,0.2,0.8994,11.992
749,2017-10-02,3,0,487,20,0,778,1,3,687,58.05,3.0,0.0,26.703,19.349999999999998
750,2017-10-02,3,0,487,20,0,262,0,9,1178,157.74,11.0,0.0,56.7864,14.340000000000002
751,2017-10-02,3,0,487,20,0,582,1,2,250,56.98,7.0,0.0,22.792,8.139999999999999
752,2017-10-02,3,0,487,20,0,658,1,3,236,2.88,1.0,0.0,1.4112,2.88
753,2016-04-07,0,1,438,3,3,1608,2,6,804,1199.976,3.0,0.2,374.9925,399.992
754,2015-12-07,3,0,266,3,3,235,0,9,11,79.92,4.0,0.0,28.7712,19.98
755,2016-09-18,3,1,216,8,2,325,0,16,428,383.438,4.0,0.45,-167.3184,95.8595
756,2014-12-29,3,0,105,21,0,1370,1,14,1333,24.56,2.0,0.0,6.8768,12.28
757,2014-12-29,3,0,105,21,0,1491,2,0,913,119.8,4.0,0.0,47.92,29.95
758,2017-07-23,3,1,329,30,1,669,1,3,147,13.128,3.0,0.2,4.2666,4.376
759,2017-09-18,3,1,177,47,0,1168,1,12,107,22.72,4.0,0.0,10.224,5.68
760,2015-08-31,3,0,266,3,3,1218,1,12,1823,58.32,9.0,0.0,27.9936,6.48
761,2017-11-03,3,1,21,9,2,1006,1,10,182,12.39,3.0,0.0,5.6994,4.13
762,2015-02-08,3,0,94,33,1,1823,2,13,930,107.982,3.0,0.4,-26.9955,35.994
763,2014-01-13,2,1,45,16,2,865,1,7,1493,11.36,2.0,0.0,5.3392,5.68
764,2014-01-13,2,1,45,16,2,861,1,7,373,50.94,3.0,0.0,25.47,16.98
765,2014-01-13,2,1,45,16,2,1553,2,0,1275,646.74,6.0,0.0,258.696,107.79
766,2014-01-13,2,1,45,16,2,810,1,3,16,5.64,3.0,0.0,2.7072,1.88
767,2014-01-13,2,1,45,16,2,1289,1,14,658,572.58,6.0,0.0,34.3548,95.43
768,2014-05-14,3,1,429,8,2,296,0,9,595,310.88,2.0,0.2,23.316,155.44
769,2016-05-19,3,0,16,44,2,108,0,5,832,641.96,2.0,0.0,179.7488,320.98
770,2017-01-30,3,1,121,13,0,674,1,3,407,18.28,2.0,0.0,9.14,9.14
771,2017-01-30,3,1,121,13,0,1847,2,13,40,207.0,3.0,0.0,51.75,69.0
772,2017-01-30,3,1,121,13,0,649,1,3,691,32.35,5.0,0.0,16.175,6.470000000000001
773,2017-01-30,3,1,121,13,0,794,1,3,499,7.71,1.0,0.0,3.4695,7.71
774,2017-01-30,3,1,121,13,0,624,1,2,357,40.3,2.0,0.0,10.881,20.15
775,2017-01-30,3,1,121,13,0,231,0,9,393,34.58,7.0,0.0,14.5236,4.9399999999999995
776,2014-06-29,3,0,83,33,1,579,1,2,526,32.76,7.0,0.2,3.6855,4.68
777,2015-08-21,0,2,438,3,3,89,0,5,843,544.008,3.0,0.2,40.8006,181.336
778,2015-08-21,0,2,438,3,3,1024,1,12,1694,59.94,3.0,0.0,28.1718,19.98
779,2015-08-21,0,2,438,3,3,1140,1,12,1764,23.92,4.0,0.0,11.7208,5.98
780,2015-08-21,0,2,438,3,3,1226,1,12,1713,4.28,1.0,0.0,1.926,4.28
781,2015-10-03,2,0,94,33,1,679,1,3,57,32.07,5.0,0.7,-22.449,6.414
782,2015-10-03,2,0,94,33,1,1520,2,0,915,24.0,2.0,0.2,-2.7,12.0
783,2015-10-03,2,0,94,33,1,43,0,4,1384,35.49,1.0,0.5,-15.6156,35.49
784,2015-10-03,2,0,94,33,1,1459,2,0,1087,47.984,2.0,0.2,0.5998,23.992
785,2015-05-23,3,1,93,38,2,846,1,7,395,186.69,3.0,0.0,87.7443,62.23
786,2017-03-17,2,0,241,3,3,636,1,3,802,17.456,2.0,0.2,5.8914,8.728
787,2015-12-12,3,0,241,3,3,127,0,5,989,348.928,2.0,0.2,34.8928,174.464
788,2015-06-26,3,0,407,44,2,696,1,3,717,143.96,4.0,0.0,69.1008,35.99
789,2015-06-26,3,0,407,44,2,1334,1,14,508,15.42,1.0,0.0,4.1634,15.42
790,2015-06-26,3,0,407,44,2,683,1,3,67,43.04,8.0,0.0,21.0896,5.38
791,2015-06-26,3,0,407,44,2,101,0,5,1203,332.94,3.0,0.0,79.9056,110.98
792,2016-05-20,1,0,19,31,2,1728,2,13,445,1363.96,5.0,0.2,85.2475,272.79200000000003
793,2014-09-20,3,0,438,3,3,965,1,10,207,9.96,2.0,0.0,4.5816,4.98
794,2014-09-20,3,0,438,3,3,1228,1,12,1647,21.72,4.0,0.0,10.6428,5.43
795,2017-09-21,3,0,410,21,0,658,1,3,236,20.16,7.0,0.0,9.8784,2.88
796,2015-12-24,0,1,410,30,1,1027,1,12,1669,132.79,7.0,0.0,63.7392,18.97
797,2015-12-24,0,1,410,30,1,1167,1,12,1756,12.96,2.0,0.0,6.2208,6.48
798,2015-12-24,0,1,410,30,1,974,1,10,1455,21.56,7.0,0.0,10.3488,3.0799999999999996
799,2015-11-27,3,0,236,3,3,93,0,5,1450,283.92,5.0,0.2,17.745,56.784000000000006
800,2017-02-20,0,1,437,3,3,289,0,9,621,22.23,1.0,0.0,7.3359,22.23
801,2017-02-20,0,1,437,3,3,1733,2,13,1011,215.968,2.0,0.2,18.8972,107.984
802,2016-08-18,2,1,329,30,1,387,1,1,295,355.32,9.0,0.0,99.4896,39.48
803,2016-03-12,3,1,308,16,2,1241,1,12,1814,12.96,2.0,0.0,6.2208,6.48
804,2017-04-22,0,0,438,3,3,168,0,9,590,18.28,2.0,0.0,6.2152,9.14
805,2014-11-01,3,0,120,4,3,532,1,2,1095,43.176,3.0,0.2,4.3176,14.392000000000001
806,2014-11-01,3,0,120,4,3,1740,2,13,449,1983.968,4.0,0.2,247.996,495.992
807,2015-02-03,0,0,348,25,0,254,0,9,457,28.4,2.0,0.0,11.076,14.2
808,2015-02-03,0,0,348,25,0,1599,2,0,955,149.97,3.0,0.0,50.9898,49.99
809,2014-10-13,0,0,135,45,3,573,1,2,1126,11.52,4.0,0.0,3.2256,2.88
810,2014-10-13,0,0,135,45,3,349,0,16,322,1298.55,5.0,0.0,311.652,259.71
811,2014-10-13,0,0,135,45,3,381,1,1,304,213.92,4.0,0.0,62.0368,53.48
812,2014-10-13,0,0,135,45,3,1486,2,0,1459,25.78,2.0,0.0,2.578,12.89
813,2017-05-14,1,0,446,3,3,168,0,9,590,18.28,2.0,0.0,6.2152,9.14
814,2017-05-14,1,0,446,3,3,1508,2,0,1329,1399.93,7.0,0.0,601.9699,199.99
815,2015-03-20,0,1,299,47,0,1017,1,12,1800,51.84,8.0,0.0,24.8832,6.48
816,2016-09-15,3,0,374,36,1,1224,1,12,1757,5.344,1.0,0.2,1.8704,5.344
817,2014-06-28,3,0,374,36,1,1038,1,12,1787,41.472,8.0,0.2,14.5152,5.184
818,2014-06-28,3,0,374,36,1,763,1,3,1436,3.168,3.0,0.7,-2.4288,1.056
819,2014-06-28,3,0,374,36,1,69,0,5,758,1228.465,5.0,0.3,0.0,245.69299999999998
820,2014-06-28,3,0,374,36,1,813,1,3,705,31.086,3.0,0.7,-22.7964,10.362
821,2014-06-28,3,0,374,36,1,1216,1,12,1729,335.52,4.0,0.2,117.432,83.88
822,2017-06-20,3,0,35,28,1,1531,2,0,1328,239.97,3.0,0.0,71.991,79.99
823,2017-06-20,3,0,35,28,1,987,1,10,217,9.82,2.0,0.0,4.8118,4.91
824,2014-05-09,3,0,438,3,3,1560,2,0,961,67.8,4.0,0.0,4.068,16.95
825,2014-05-09,3,0,438,3,3,1460,2,0,1463,167.97,3.0,0.0,40.3128,55.99
826,2017-08-21,3,0,239,21,0,921,1,8,121,35.0,7.0,0.0,16.8,5.0
827,2017-08-21,3,0,239,21,0,1422,1,15,89,37.24,4.0,0.0,10.7996,9.31
828,2017-08-21,3,0,239,21,0,895,1,7,1431,15.28,2.0,0.0,7.4872,7.64
829,2017-06-16,2,0,151,15,2,59,0,5,736,301.96,2.0,0.0,90.588,150.98
830,2017-06-16,2,0,151,15,2,455,1,1,656,180.66,3.0,0.0,50.5848,60.22
831,2017-06-16,2,0,151,15,2,1731,2,13,1314,191.98,2.0,0.0,51.8346,95.99
832,2017-06-16,2,0,151,15,2,1753,2,13,446,65.99,1.0,0.0,17.1574,65.99
833,2016-07-23,3,1,473,8,2,564,1,2,352,35.216,2.0,0.2,2.6412,17.608
834,2016-07-23,3,1,473,8,2,445,1,1,820,23.696,2.0,0.2,6.5164,11.848
835,2016-07-23,3,1,473,8,2,1667,2,11,1839,265.475,1.0,0.5,-111.4995,265.475
836,2014-09-08,2,0,493,41,0,675,1,3,703,51.184,4.0,0.8,-79.3352,12.796
837,2017-11-04,3,2,93,40,2,1109,1,12,110,9.664,2.0,0.2,3.2616,4.832
838,2016-03-07,3,1,154,41,0,1766,2,13,308,21.072,3.0,0.2,1.5804,7.024
839,2015-11-20,3,1,329,30,1,624,1,2,357,60.45,3.0,0.0,16.3215,20.150000000000002
840,2015-11-20,3,1,329,30,1,555,1,2,1143,11.52,4.0,0.0,3.3408,2.88
841,2015-11-20,3,1,329,30,1,7,0,4,1182,186.048,4.0,0.2,9.3024,46.512
842,2016-11-07,0,1,266,3,3,689,1,3,638,37.44,4.0,0.2,11.7,9.36
843,2016-11-07,0,1,266,3,3,703,1,3,900,26.976,4.0,0.2,8.7672,6.744
844,2016-11-07,0,1,266,3,3,1437,1,15,95,11.36,2.0,0.0,3.2944,5.68
845,2016-11-07,0,1,266,3,3,1000,1,10,193,14.62,2.0,0.0,6.8714,7.31
846,2015-10-13,3,0,267,15,2,1730,2,13,890,83.72,7.0,0.0,23.4416,11.959999999999999
847,2015-10-13,3,0,267,15,2,77,0,5,745,287.94,3.0,0.0,77.7438,95.98
848,2017-01-01,3,0,265,33,1,277,0,9,990,48.896,4.0,0.2,8.5568,12.224
849,2014-02-07,3,1,256,28,1,1475,2,0,1059,115.36,7.0,0.0,49.6048,16.48
850,2016-06-20,2,1,431,3,3,550,1,2,495,5.16,2.0,0.0,1.3416,2.58
851,2016-06-20,2,1,431,3,3,1135,1,12,1797,38.88,6.0,0.0,18.6624,6.48
852,2016-05-28,3,0,215,22,2,577,1,2,363,185.88,6.0,0.0,50.1876,30.98
853,2016-02-19,3,0,329,30,1,289,0,9,621,44.46,2.0,0.0,14.6718,22.23
854,2016-02-19,3,0,329,30,1,1315,1,14,417,242.94,3.0,0.0,9.7176,80.98
855,2014-08-03,3,0,329,30,1,1082,1,12,1666,39.96,2.0,0.0,18.7812,19.98
856,2014-08-03,3,0,329,30,1,1439,1,15,85,102.3,10.0,0.0,26.598,10.23
857,2014-08-03,3,0,329,30,1,1386,1,14,1495,21.36,2.0,0.0,5.7672,10.68
858,2017-04-10,3,2,326,28,1,1271,1,12,1653,7.61,1.0,0.0,3.5767,7.61
859,2017-04-10,3,2,326,28,1,909,1,8,1194,7.16,2.0,0.0,3.58,3.58
860,2014-06-09,3,0,438,3,3,1431,1,15,1496,7.36,2.0,0.0,0.1472,3.68
861,2014-06-09,3,0,438,3,3,595,1,2,518,23.1,2.0,0.0,10.626,11.55
862,2016-01-05,2,1,216,8,2,1505,2,0,1024,191.472,6.0,0.2,40.6878,31.912000000000003
863,2016-01-05,2,1,216,8,2,605,1,2,1145,5.248,2.0,0.2,0.5904,2.624
864,2016-01-05,2,1,216,8,2,1795,2,13,994,59.184,2.0,0.2,5.1786,29.592
865,2014-01-10,3,1,464,44,2,1002,1,10,189,2.89,1.0,0.0,1.3583,2.89
866,2014-01-10,3,1,464,44,2,170,0,9,875,51.94,1.0,0.0,21.2954,51.94
867,2016-09-29,0,1,374,36,1,1012,1,10,190,15.936,4.0,0.2,5.1792,3.984
868,2014-04-06,3,1,241,36,1,790,1,3,973,44.91,6.0,0.7,-35.928,7.484999999999999
869,2016-09-03,0,2,374,36,1,657,1,3,688,1141.47,5.0,0.7,-760.98,228.294
870,2016-09-03,0,2,374,36,1,1772,2,13,439,280.782,3.0,0.4,-46.797,93.594
871,2015-10-19,0,0,96,27,1,1221,1,12,1467,34.44,3.0,0.0,17.22,11.479999999999999
872,2014-12-10,3,0,329,30,1,1267,1,12,111,11.36,2.0,0.0,5.2256,5.68
873,2014-12-10,3,0,329,30,1,651,1,3,1283,106.344,7.0,0.2,37.2204,15.191999999999998
874,2017-08-25,3,0,74,31,2,1126,1,12,1695,192.16,5.0,0.2,67.256,38.432
875,2016-01-17,3,2,96,27,1,284,0,9,1540,322.59,3.0,0.0,64.518,107.52999999999999
876,2016-01-17,3,2,96,27,1,1566,2,0,993,29.99,1.0,0.0,13.1956,29.99
877,2016-01-17,3,2,96,27,1,1517,2,0,999,371.97,3.0,0.0,66.9546,123.99000000000001
878,2014-09-17,3,2,374,36,1,788,1,3,74,5.892,4.0,0.7,-4.1244,1.473
879,2017-11-30,2,2,329,30,1,799,1,3,992,68.472,3.0,0.2,23.1093,22.823999999999998
880,2017-11-30,2,2,329,30,1,121,0,5,1363,1242.9,5.0,0.1,262.39,248.58
881,2015-10-09,3,0,464,44,2,1334,1,14,508,30.84,2.0,0.0,8.3268,15.42
882,2017-12-23,1,0,438,3,3,504,1,2,332,13.48,4.0,0.0,5.9312,3.37
883,2016-10-22,0,2,123,20,0,163,0,9,546,31.4,5.0,0.0,10.048,6.279999999999999
884,2014-04-29,3,0,410,30,1,181,0,9,506,17.46,2.0,0.0,5.9364,8.73
885,2015-04-25,2,1,266,3,3,723,1,3,639,13.944,3.0,0.2,4.5318,4.648000000000001
886,2017-06-26,3,0,437,3,3,1372,1,14,587,83.76,12.0,0.0,1.6752,6.98
887,2017-10-14,3,2,93,18,1,677,1,3,66,37.66,7.0,0.0,18.4534,5.38
888,2014-12-09,3,1,438,3,3,1234,1,12,1778,34.68,6.0,0.0,16.9932,5.78
889,2017-06-20,3,0,328,30,1,1481,2,0,153,149.95,5.0,0.0,14.995,29.99
890,2017-06-20,3,0,328,30,1,679,1,3,57,51.312,3.0,0.2,18.6006,17.104
891,2017-06-26,0,2,123,20,0,1114,1,12,144,4.54,1.0,0.0,2.043,4.54
892,2017-06-26,0,2,123,20,0,570,1,2,675,15.92,4.0,0.0,5.4128,3.98
893,2017-06-26,0,2,123,20,0,1783,2,13,1170,543.92,8.0,0.0,135.98,67.99
894,2016-11-10,0,1,438,3,3,1360,1,14,664,155.82,7.0,0.0,42.0714,22.259999999999998
895,2016-11-10,0,1,438,3,3,772,1,3,330,70.008,3.0,0.2,24.5028,23.336
896,2016-10-03,2,0,207,41,0,852,1,7,1493,15.648,2.0,0.2,5.0856,7.824
897,2014-09-09,3,0,123,20,0,996,1,10,134,103.6,7.0,0.0,51.8,14.799999999999999
898,2017-10-29,2,1,23,30,1,1161,1,12,1565,46.96,8.0,0.0,22.5408,5.87
899,2016-04-10,0,1,464,33,1,834,1,3,1632,8.904,2.0,0.7,-6.5296,4.452
900,2017-11-11,0,0,163,41,0,957,1,10,1257,10.44,5.0,0.2,3.393,2.088
901,2017-11-11,0,0,163,41,0,693,1,3,519,18.336,4.0,0.8,-32.088,4.584
902,2017-09-15,0,0,80,11,0,1844,2,13,174,323.976,3.0,0.2,20.2485,107.992
903,2016-04-08,3,0,266,3,3,1192,1,12,1709,20.04,3.0,0.0,9.6192,6.68
904,2016-04-08,3,0,266,3,3,1376,1,14,646,64.96,2.0,0.0,2.5984,32.48
905,2016-04-08,3,0,266,3,3,1014,1,12,1718,12.96,2.0,0.0,6.2208,6.48
906,2017-12-30,3,0,329,30,1,31,0,4,389,323.136,4.0,0.2,12.1176,80.784
907,2017-12-30,3,0,329,30,1,1850,2,13,731,90.93,7.0,0.0,2.7279,12.99
908,2017-12-30,3,0,329,30,1,784,1,3,1639,52.776,3.0,0.2,19.791,17.592000000000002
909,2017-09-02,3,2,215,20,0,1726,2,13,1286,1199.8,4.0,0.0,323.946,299.95
910,2017-09-02,3,2,215,20,0,1590,2,0,1062,1928.78,7.0,0.0,829.3754,275.54
911,2017-09-02,3,2,215,20,0,1403,1,14,643,352.38,2.0,0.0,81.0474,176.19
912,2015-05-31,3,2,340,5,1,203,0,9,21,22.2,6.0,0.0,9.102,3.6999999999999997
913,2017-11-27,0,1,299,47,0,290,0,9,878,46.94,1.0,0.0,19.2454,46.94
914,2017-11-27,0,1,299,47,0,1507,2,0,1074,143.73,9.0,0.0,56.0547,15.969999999999999
915,2014-06-15,3,1,434,41,0,327,0,16,978,99.918,2.0,0.3,-18.5562,49.959
916,2014-06-15,3,1,434,41,0,104,0,5,741,797.944,4.0,0.3,-56.996,199.486
917,2014-06-15,3,1,434,41,0,744,1,3,263,8.568,3.0,0.8,-14.5656,2.856
918,2016-03-05,3,1,109,41,0,846,1,7,395,149.352,3.0,0.2,50.4063,49.784
919,2016-03-05,3,1,109,41,0,1348,1,14,71,12.992,1.0,0.2,-0.812,12.992
920,2014-12-05,3,0,4,44,2,1370,1,14,1333,24.56,2.0,0.0,6.8768,12.28
921,2015-04-11,3,0,329,30,1,1532,2,0,1053,85.14,3.0,0.0,34.9074,28.38
922,2015-04-11,3,0,329,30,1,1843,2,13,1222,21.99,1.0,0.0,10.5552,21.99
923,2015-04-11,3,0,329,30,1,464,1,1,945,406.6,5.0,0.0,113.848,81.32000000000001
924,2016-09-15,3,1,329,30,1,779,1,3,681,841.568,2.0,0.2,294.5488,420.784
925,2014-09-13,0,0,374,36,1,1220,1,12,1776,15.552,3.0,0.2,5.4432,5.184
926,2014-09-13,0,0,374,36,1,1579,2,0,889,252.0,5.0,0.2,53.55,50.4
927,2015-10-05,3,2,464,44,2,492,1,2,1131,46.2,4.0,0.0,12.936,11.55
928,2015-10-05,3,2,464,44,2,390,1,1,819,28.84,2.0,0.0,9.5172,14.42
929,2017-04-14,0,0,485,33,1,586,1,2,1841,14.592,3.0,0.2,2.5536,4.864
930,2017-04-14,0,0,485,33,1,519,1,2,1413,89.856,3.0,0.2,21.3408,29.951999999999998
931,2017-04-14,0,0,485,33,1,1286,1,12,1749,13.872,3.0,0.2,5.0286,4.624
932,2017-09-02,3,0,374,36,1,1156,1,12,1326,12.192,3.0,0.2,4.1148,4.064
933,2016-06-20,3,2,374,36,1,1122,1,12,1648,45.056,8.0,0.2,15.2064,5.632
934,2016-06-20,3,2,374,36,1,839,1,3,931,29.718,6.0,0.7,-21.7932,4.953
935,2016-06-20,3,2,374,36,1,1135,1,12,1797,15.552,3.0,0.2,5.4432,5.184
936,2016-06-20,3,2,374,36,1,396,1,1,1417,447.696,2.0,0.2,33.5772,223.848
937,2017-11-05,0,1,149,29,3,1571,2,0,1106,159.99,1.0,0.0,54.3966,159.99
938,2015-12-13,3,1,409,3,3,1035,1,12,1809,12.96,2.0,0.0,6.2208,6.48
939,2015-12-13,3,1,409,3,3,441,1,1,630,134.48,4.0,0.0,34.9648,33.62
940,2016-06-19,0,1,438,3,3,1043,1,12,1080,17.12,2.0,0.0,8.0464,8.56
941,2016-12-13,3,1,486,3,3,711,1,3,72,6.096,2.0,0.2,2.2098,3.048
942,2016-12-13,3,1,486,3,3,319,0,16,366,1114.272,4.0,0.2,41.7852,278.568
943,2015-05-29,3,0,452,45,3,1252,1,12,1677,32.4,5.0,0.0,15.552,6.4799999999999995
944,2015-05-29,3,0,452,45,3,1343,1,14,1490,540.57,3.0,0.0,140.5482,180.19000000000003
945,2015-05-29,3,0,452,45,3,756,1,3,269,167.76,5.0,0.2,62.91,33.552
946,2015-07-26,0,0,293,1,3,341,0,16,319,393.165,3.0,0.5,-204.4458,131.055
947,2017-11-28,3,2,374,36,1,263,0,9,515,516.488,7.0,0.2,-12.9122,73.784
948,2017-11-28,3,2,374,36,1,158,0,9,1036,1007.232,6.0,0.2,75.5424,167.87199999999999
949,2017-11-28,3,2,374,36,1,364,0,16,1349,2065.32,12.0,0.4,-619.596,172.11
950,2017-11-28,3,2,374,36,1,1072,1,12,1806,15.552,3.0,0.2,5.4432,5.184
951,2017-11-28,3,2,374,36,1,1171,1,12,1831,25.344,6.0,0.2,7.92,4.224
952,2017-04-03,3,0,374,36,1,204,0,9,1497,25.472,4.0,0.2,7.6416,6.368
953,2017-12-28,3,0,420,41,0,539,1,2,1491,27.168,2.0,0.2,2.7168,13.584
954,2017-12-28,3,0,420,41,0,47,0,4,390,78.8528,2.0,0.32,-11.596,39.4264
955,2017-11-30,3,0,215,22,2,1306,1,14,824,173.8,5.0,0.0,43.45,34.760000000000005
956,2017-05-15,2,0,375,1,3,1795,2,13,994,29.592,1.0,0.2,2.5893,29.592
957,2017-05-15,2,0,375,1,3,823,1,3,239,4.752,2.0,0.7,-3.168,2.376
958,2017-05-15,2,0,375,1,3,1166,1,12,1591,15.552,3.0,0.2,5.6376,5.184
959,2015-09-22,1,0,343,3,3,293,0,9,1035,204.6,2.0,0.0,53.196,102.3
960,2017-11-14,3,1,438,3,3,99,0,5,759,321.568,2.0,0.2,28.1372,160.784
961,2015-11-27,3,2,150,2,2,643,1,3,1842,6.24,2.0,0.0,3.0576,3.12
962,2016-09-01,0,1,438,3,3,856,1,7,1615,21.88,2.0,0.0,10.94,10.94
963,2014-09-22,2,0,42,8,2,966,1,10,242,4.608,2.0,0.2,1.6704,2.304
964,2017-04-09,0,2,329,30,1,999,1,10,454,9.82,2.0,0.0,4.8118,4.91
965,2017-04-09,0,2,329,30,1,617,1,2,375,35.97,3.0,0.0,9.7119,11.99
966,2017-04-09,0,2,329,30,1,1274,1,12,1808,12.96,2.0,0.0,6.2208,6.48
967,2017-04-09,0,2,329,30,1,1094,1,12,463,191.6,4.0,0.0,91.968,47.9
